building_name,exterior_image_url,interior_image_url,geopoint,latitude,longitude,altitude,new_bld_id,submission_uuid,meta_root_uuid
SQ 7,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709336813/attachments/atthWYnKhAS7LBot7W5oKGbi/,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709336813/attachments/attgoDmPoANZYLxvHPQHbyzt/,-0.004967 34.609845 1536.4000244140625 20.46500015258789,-0.004967,34.609845,1536.400024,144,a9e67741-5899-4564-95f6-47d0c2d031fa,uuid:a9e67741-5899-4564-95f6-47d0c2d031fa
Tsavo ict office,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709336856/attachments/att4jmUK6DcpcrKpHQePfCvn/,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709336856/attachments/attb7QejzCaG2CjHCYGNf5wm/,-0.004583 34.610228 1538.9000244140625 40.19900131225586,-0.004583,34.610228,1538.900024,145,8cc12ca3-4692-46e4-81bf-5dba7e36f1fb,uuid:8cc12ca3-4692-46e4-81bf-5dba7e36f1fb
Nyawita Gym,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709336888/attachments/attSAcJXke2qetmuMYfRyepr/,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709336888/attachments/attRVHRB9hYcKkf3YyHbNZ9f/,-0.00442 34.610205 1537.199951171875 30.801000595092773,-0.00442,34.610205,1537.199951,146,efcd3cb4-9337-4d5f-9446-0efcf2b1c541,uuid:efcd3cb4-9337-4d5f-9446-0efcf2b1c541
Tsavo 4,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709336927/attachments/att6U58yhWu826GG9cJ3s5hP/,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709336927/attachments/attAWuXZoFtT34ydgQEpagJY/,-0.004389 34.610179 1537.199951171875 19.07699966430664,-0.004389,34.610179,1537.199951,147,80f696b6-322c-4e96-8523-f6b86ad81d7a,uuid:80f696b6-322c-4e96-8523-f6b86ad81d7a
Nile 01,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709337434/attachments/attJYdPnVXpPZmSa7hVMiN8J/,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709337434/attachments/att24P9s3scAYytF7fPpeZUA/,-0.007721 34.592865 1510.0999755859375 30.459999084472656,-0.007721,34.592865,1510.099976,401,ddc94e86-bdae-4540-892a-80da2344f49e,uuid:ddc94e86-bdae-4540-892a-80da2344f49e
Nile 03,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709337792/attachments/att457qZRRtZ6MCcHz7WAqJC/,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709337792/attachments/attnqvWdJbjqsxL967kho8DA/,-0.007777 34.592735 1510.0999755859375 32.90599822998047,-0.007777,34.592735,1510.099976,402,9e2f6793-2984-4614-8d54-25a51c189808,uuid:9e2f6793-2984-4614-8d54-25a51c189808
Nile 07/09,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709338462/attachments/attapp849Rg3j3uWTQoQke2X/,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709338462/attachments/att9dDMfiWfQsE7WrKYi3ewj/,-0.007046 34.592753 1510.0999755859375 56.83300018310547,-0.007046,34.592753,1510.099976,403,34893d90-5d08-4c68-9bda-4d241656f4b0,uuid:34893d90-5d08-4c68-9bda-4d241656f4b0
Nile 02,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709338948/attachments/attWvGjKwhRqFRoPcK9GuLtr/,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709338948/attachments/attxZwMjBjZmh2SJNv6DQ35B/,-0.00773 34.592853 1510.0999755859375 31.805999755859375,-0.00773,34.592853,1510.099976,404,42e04757-b099-4040-a807-8eb46e3b589f,uuid:42e04757-b099-4040-a807-8eb46e3b589f
Nile 04,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709339575/attachments/attRRiioRCLrWcys6J5fyU3H/,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709339575/attachments/attrPhyoH9STLANoaEdg2vfF/,-0.0076 34.592643 1510.0999755859375 62.79199981689453,-0.0076,34.592643,1510.099976,405,c5c5cfa0-83d6-407a-b220-4b639774844a,uuid:c5c5cfa0-83d6-407a-b220-4b639774844a
Nile 06,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709339998/attachments/attJaQ77pPHKTnAAj7hFGtVd/,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709339998/attachments/attnPiGRTnU7jLgmQ2MdwdXX/,-0.007797 34.592672 1510.5 27.006000518798828,-0.007797,34.592672,1510.5,406,40eb7efb-ec82-4699-9deb-50a4fde89565,uuid:40eb7efb-ec82-4699-9deb-50a4fde89565
Nile 08,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709340494/attachments/attJL2AmTg7AoL6U36D3NXEH/,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709340494/attachments/attfVt8BD9VrCwbHLB7NdLyZ/,-0.007133 34.592661 1510.5 41.512001037597656,-0.007133,34.592661,1510.5,406,b6607faa-fb7f-4dd9-9f07-deab59a0c6f7,uuid:b6607faa-fb7f-4dd9-9f07-deab59a0c6f7
Nile 10,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709340910/attachments/attJ8yg22HSjzEBvtcVei5pG/,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709340910/attachments/attuciak43ytbDpqjqwxvNhm/,-0.007016 34.592584 1513.699951171875 80.07599639892578,-0.007016,34.592584,1513.699951,407,b5c23538-e665-458c-88cf-fe3fe81d9dda,uuid:b5c23538-e665-458c-88cf-fe3fe81d9dda
Nile 12/14,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709341297/attachments/attoDoScYvHKV2LQKDyQ8XtS/,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709341297/attachments/attY7c7hRmuEpareTaprtyjL/,-0.006968 34.592348 1513.699951171875 67.58200073242188,-0.006968,34.592348,1513.699951,408,90239a50-c10c-4ec9-b015-892019e32168,uuid:90239a50-c10c-4ec9-b015-892019e32168
Nile 11,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709341856/attachments/attvwnkngPghyzrD53hLbLYb/,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709341856/attachments/attKV2mGvGaCfXuJfxTYS8BU/,-0.007532 34.592549 1510.5 43.65599822998047,-0.007532,34.592549,1510.5,409,66b165c0-fa85-4c29-83ca-95e6c5f7d0ce,uuid:66b165c0-fa85-4c29-83ca-95e6c5f7d0ce
Nile 13/15,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709342400/attachments/attryG8h2RsCvXP37xQLekQ3/,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709342400/attachments/attwveEpNgjveWb6rTxf2Fgd/,-0.006685 34.592404 1513.800048828125 94.96700286865234,-0.006685,34.592404,1513.800049,410,2df35460-30ad-4f06-997a-6d8abef76153,uuid:2df35460-30ad-4f06-997a-6d8abef76153
Nile 17/19,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709343005/attachments/attR7PqazBnLZ5p4UC2vfiVi/,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709343005/attachments/attyj76Bd4M39cC6Hi9iKVvj/,-0.006624 34.592413 1505.699951171875 24.50200080871582,-0.006624,34.592413,1505.699951,411,625079d8-0f76-4de4-b7a6-930930007e23,uuid:625079d8-0f76-4de4-b7a6-930930007e23
Nile 16/18,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709344082/attachments/attp65qg9cyxS3YpJ3jShC6B/,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709344082/attachments/attZvABArqkxq6ZYdEfMngwf/,-0.006488 34.592346 1505.5999755859375 45.32500076293945,-0.006488,34.592346,1505.599976,412,5078753a-55e1-4238-a59d-b8dd2ab6ce3d,uuid:5078753a-55e1-4238-a59d-b8dd2ab6ce3d
Nile 21,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709344581/attachments/attWrZfbRMR6vS7VWH9Tx424/,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709344581/attachments/attyEVWeLnfopm3ANt4CKiP8/,-0.006699 34.592407 1505.699951171875 18.391000747680664,-0.006699,34.592407,1505.699951,413,d37e16cb-ca7b-4ea4-aad8-2ebe4caf09d3,uuid:d37e16cb-ca7b-4ea4-aad8-2ebe4caf09d3
Nile 20,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709345367/attachments/attBCC44bejtb3Vk2SePu2hy/,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709345367/attachments/attgomHEQR6CyrqyQtWa8opQ/,-0.006508 34.592398 1505.699951171875 24.674999237060547,-0.006508,34.592398,1505.699951,414,bf0a1965-d136-4ee0-8ec1-89c06bdd3b7f,uuid:bf0a1965-d136-4ee0-8ec1-89c06bdd3b7f
Nile 22/24,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709411327/attachments/attVNBHiX5VapsXWxfEsTgLL/,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709411327/attachments/attQRtftwoaoXt9fMABJJKAW/,-0.006474 34.592369 1504.199951171875 19.292999267578125,-0.006474,34.592369,1504.199951,415,82322ca3-76ff-4fe6-84ff-25b863bbb056,uuid:82322ca3-76ff-4fe6-84ff-25b863bbb056
Nile 23/25,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709411381/attachments/attyqWShReEjJGU5TgqnUCJe/,https://kf.kobotoolbox.org/api/v2/assets/aaTu2MFuhvnu5NjANoCwa5/data/709411381/attachments/attw7wpYErAYRJqCM9tvnQrZ/,-0.006622 34.592389 1505.4000244140625 19.288999557495117,-0.006622,34.592389,1505.400024,416,9a5498f5-124c-41a7-b854-cfd4249524b7,uuid:9a5498f5-124c-41a7-b854-cfd4249524b7
